10	6
100	5
1000034	5
100011	7
100019	4
100027	4
1000278	3
100029	6
100033	4
100035	5
100036	5
100038	4
100040	4
1000412	3
1000413	4
1000414	3
1000415	4
1000416	3
1000418	4
100044	4
1000445	8
100047	4
100049	4
100050	5
100052	4
100053	5
1000562	5
1000565	5
1000566	5
1000568	5
1000569	5
1000570	5
1000574	7
1000575	7
1000588	5
1000589	5
1000590	5
1000602	3
1000607	3
1000612	3
1000613	3
1000630	3
1000652	4
1000693	3
1000694	3
1000695	3
1000696	3
1000697	3
1000698	3
1000699	3
10007	4
1000700	3
1000701	3
1000702	3
1000703	3
1000704	3
1000877	3
1000878	3
1000879	3
1000880	3
1000881	3
1000882	3
1000883	3
1000884	3
1000885	3
1000886	3
1000887	3
1000888	3
1000889	3
1000890	3
1000891	3
1000892	3
1000893	3
1000894	3
1000895	3
1000896	3
1000897	3
1000898	3
1000899	3
1000900	3
1000901	3
1000902	3
1000903	3
1000904	3
1000905	3
1000939	5
1000951	5
1000952	5
1000953	5
1000956	3
1000957	3
1000958	3
1000959	3
1000960	3
1000961	3
1000962	3
1000963	3
1000964	3
1000965	3
1000966	3
1000967	3
1000968	3
1000969	3
1000970	3
1000971	3
1000972	3
1000973	3
1000974	3
1000975	3
1000976	3
1000977	3
1000978	3
1000979	3
1000980	3
1000981	3
1001002	3
1001003	3
1001004	3
1001005	3
1001007	4
1001008	4
1001009	4
1001010	4
1001011	4
1001012	4
1001013	4
1001014	4
1001017	3
1001018	3
1001019	3
1001020	3
1001021	3
1001023	4
1001025	3
1001030	7
1001064	6
1001135	4
1001137	5
100117	3
1001240	5
1001251	3
1001271	3
1001277	3
1001278	3
1001283	3
1001285	3
1001290	3
1001291	3
1001293	3
1001328	8
100134	5
1001349	5
100146	4
100151	4
1001530	5
1001534	5
1001542	5
1001553	4
1001563	4
100157	4
1001571	5
1001573	5
1001576	4
1001578	4
100158	4
1001582	5
1001583	5
1001585	5
1001586	5
1001587	5
1001588	5
1001589	5
1001590	5
1001591	5
1001592	5
1001593	5
1001595	5
1001596	5
1001597	5
1001598	5
1001599	5
1001601	5
1001630	5
1001631	5
1001633	5
1001634	5
1001656	4
100170	4
1001704	5
1001705	5
1001706	5
1001707	5
1001708	5
1001709	5
1001710	5
1001711	5
1001712	5
1001713	5
1001714	5
1001715	5
1001716	5
1001717	5
1001718	5
1001719	5
1001720	5
1001721	5
1001722	5
1001723	5
1001724	5
1001725	5
1001726	5
1001727	5
1001728	5
1001729	5
1001730	5
1001731	5
1001732	5
1001733	5
1001734	5
1001735	5
1001736	5
1001737	5
1001738	5
1001739	5
100174	5
1001740	5
1001741	5
100176	5
100177	5
10018	4
100181	4
100182	4
1001822	5
1001832	4
1001833	4
1001841	3
1001857	4
1001858	4
1001860	8
1001862	8
1001863	8
100188	4
1001886	5
100190	4
1001903	4
1001904	4
1001912	3
1001913	3
1001914	3
1001915	3
1001916	3
1001917	3
1001918	3
1001919	3
100192	4
1001920	3
1001921	3
1001922	3
1001923	3
1001924	3
1001925	3
1001926	3
1001927	4
1001928	3
1001929	3
1001931	3
1001932	3
1001933	3
1001934	3
1001935	3
1001936	3
1001937	4
1001938	4
1001941	3
1001943	3
1001944	3
1001947	3
1001956	3
1001967	4
1001988	5
1001989	5
1001991	5
1001994	6
1002	5
10020	4
100200	4
1002002	3
1002003	3
1002004	3
1002005	3
1002006	3
1002007	3
1002008	3
1002009	3
1002010	3
1002011	3
1002012	3
1002013	3
1002014	3
1002015	3
1002017	3
1002018	3
1002019	3
1002020	3
1002021	3
1002023	3
1002024	3
1002026	3
1002028	3
1002032	3
1002034	3
1002035	3
1002037	3
1002039	3
100204	4
1002041	3
1002045	3
1002047	3
1002049	3
1002051	3
1002052	3
1002053	3
1002055	3
1002056	3
1002058	3
100206	3
1002060	3
1002062	3
1002064	3
1002066	3
1002068	3
1002070	3
1002072	3
1002074	3
1002076	3
1002077	3
1002080	4
1002081	4
1002082	4
1002083	4
1002084	4
1002085	4
1002086	4
1002087	4
1002089	4
1002090	4
1002091	4
1002092	4
1002093	4
1002102	3
1002103	3
1002104	3
1002105	3
1002106	3
1002107	4
1002116	5
100213	4
1002143	11
1002181	3
100220	3
1002227	5
1002233	5
100224	4
100225	5
100226	5
1002263	7
10023	4
1002339	5
1002340	5
1002364	5
1002365	5
1002366	5
1002367	5
1002368	5
1002369	5
1002370	4
1002371	5
1002493	3
1002494	3
1002495	3
1002500	3
1002511	4
1002513	4
1002514	4
1002516	4
1002521	4
1002523	4
1002525	4
1002526	5
10026	6
1002671	5
1002672	5
1002673	7
1002674	7
1002675	7
1002676	7
1002677	7
1002678	7
1002679	7
100268	4
100269	4
1002691	5
1002693	4
100272	11
1002722	4
1002725	3
1002737	3
1002738	3
1002739	3
1002740	4
1002753	3
1002758	4
1002760	4
1002762	4
1002763	4
1002764	4
1002766	4
1002767	4
1002768	4
1002769	4
1002770	4
1002774	4
1002775	4
1002777	4
1002778	4
1002795	5
1002804	4
1002805	4
1002809	5
1002812	4
100286	3
1002866	4
1002867	4
1002870	5
1002875	4
1002879	4
1002881	4
1002883	4
1002884	3
1002885	3
1002886	3
1002887	3
1002888	3
1002889	3
1002892	3
1002894	3
1002896	3
1002897	3
10029	4
100292	3
1002940	3
1002941	3
1002954	3
100296	3
1002975	3
1002996	3
1003	5
10030	4
1003001	3
1003003	3
1003005	3
1003007	3
1003012	6
1003015	5
1003016	5
1003018	5
1003019	5
1003020	6
1003021	5
1003022	5
1003023	5
1003024	6
1003027	5
1003029	5
1003031	5
1003033	5
1003036	6
1003037	5
1003039	5
1003040	5
1003042	6
1003046	6
1003052	6
1003053	6
1003054	6
1003055	6
1003061	4
1003062	5
1003067	5
1003069	6
100307	4
1003075	5
1003076	5
100308	4
1003081	6
1003082	6
1003084	5
1003085	5
1003089	5
100309	4
1003091	5
1003092	5
1003094	5
10031	4
1003108	6
1003109	6
1003110	5
1003121	6
1003135	5
1003137	5
1003144	5
1003145	6
1003147	5
1003149	5
1003157	3
100316	4
1003164	4
1003165	3
1003166	3
1003169	3
1003180	6
1003181	5
1003184	3
1003185	5
1003186	5
1003187	5
1003188	5
1003189	5
100319	4
1003191	5
1003192	5
1003194	10
1003195	5
1003196	8
1003199	5
10032	4
1003200	5
1003201	5
1003202	5
1003208	5
100321	4
100322	4
1003223	4
100323	4
1003232	8
1003236	4
1003237	5
1003238	5
1003321	6
1003327	5
1003335	5
1003336	5
10034	4
1003493	3
1003494	3
1003495	3
1003496	3
1003497	3
1003499	3
1003500	3
1003502	3
1003503	3
1003505	3
1003506	3
1003508	3
1003509	3
1003510	3
1003511	3
1003512	3
1003513	3
1003515	3
1003516	3
1003517	3
1003518	3
1003531	3
1003532	3
1003536	3
1003538	3
1003539	3
1003544	3
1003551	3
1003554	3
1003561	3
1003572	3
1003573	3
1003587	3
1003590	3
1003595	3
1003598	3
10036	4
1003607	3
1003608	3
1003609	3
1003612	3
1003613	3
1003614	3
1003615	3
1003616	3
1003617	3
1003619	3
1003621	3
1003622	5
1003623	5
1003624	5
1003625	5
100363	6
100364	4
100367	4
1003686	4
1003690	3
1003697	3
1003698	3
10037	4
1003706	3
1003724	3
1003726	3
100374	4
1003748	3
1003754	3
1003759	3
1003760	3
1003787	3
100379	5
1003797	3
1003815	3
1003821	3
1003829	4
1003831	4
1003832	4
1003839	4
1003843	4
1003893	5
1003939	4
1003950	4
1003960	3
1003962	3
1003972	3
1003997	5
1004	5
1004011	5
1004023	4
1004043	4
1004047	4
1004048	4
1004083	5
1004088	5
1004089	5
1004090	5
1004091	5
1004092	5
1004093	5
10041	4
1004149	5
1004150	5
1004151	5
1004152	5
1004153	5
1004156	5
1004159	5
1004165	5
1004166	5
1004167	3
1004168	3
1004169	3
1004170	3
1004171	3
1004172	3
1004173	3
1004174	3
1004175	3
1004176	3
1004177	3
1004178	3
1004179	3
1004180	3
1004181	3
1004182	3
1004183	3
1004184	3
1004185	3
1004186	3
1004187	3
1004188	3
1004189	3
1004190	3
1004191	3
1004192	3
1004193	3
1004194	3
1004195	3
1004196	3
1004197	3
1004198	3
1004199	3
10042	4
1004200	3
1004201	3
1004202	3
1004203	3
1004204	3
1004205	3
1004207	3
1004209	3
1004211	3
1004213	3
1004215	3
1004217	3
1004218	3
1004220	3
1004222	3
1004224	3
1004226	3
1004228	3
1004230	3
1004232	3
1004234	3
1004236	3
1004238	3
1004240	3
1004242	3
1004244	3
1004245	3
1004246	3
1004247	3
1004248	3
1004249	3
1004250	3
1004251	3
1004253	5
1004254	5
1004261	5
1004269	5
1004271	5
1004272	5
1004273	5
1004274	5
1004276	5
1004277	5
1004278	5
1004279	5
1004280	5
1004281	5
1004282	5
1004283	5
1004300	6
1004301	6
1004304	5
1004316	5
1004319	5
1004322	5
1004326	5
1004385	5
1004386	5
1004387	5
1004388	5
1004389	5
1004390	5
1004391	5
1004393	5
10044	4
1004468	4
1004472	7
1004475	7
1004481	7
1004484	7
1004485	7
1004486	7
1004499	7
1004500	7
1004501	7
1004505	7
1004506	7
1004507	7
1004508	7
1004513	7
1004514	7
1004515	7
1004516	7
1004517	7
100452	4
1004520	7
1004521	7
1004522	7
1004523	7
1004524	7
1004525	7
1004528	7
1004564	10
1004565	10
1004566	10
1004567	10
1004568	10
1004569	10
1004583	5
100462	3
100464	3
100468	5
100469	5
1004698	4
10047	4
1004700	4
1004721	7
1004723	7
1004725	3
100475	4
1004777	5
1004785	5
1004786	5
1004787	5
1004788	5
100479	3
1004790	3
1004836	5
100487	4
100488	4
1004901	5
1004919	4
100494	3
1004951	5
1004952	5
1004954	5
1004957	5
100496	3
1005009	4
1005039	5
1005041	5
1005042	5
1005043	5
1005048	5
100505	3
1005057	5
1005058	5
100506	3
1005069	3
1005081	3
1005084	3
1005089	3
1005090	5
100510	3
100513	3
100514	3
100515	3
100521	3
100525	3
100526	3
100528	3
100530	3
100531	3
100532	3
1005352	3
1005353	3
1005354	3
1005355	3
1005356	3
1005357	3
1005358	3
1005359	3
1005360	3
1005365	3
1005366	3
1005368	3
1005369	3
100537	4
1005370	3
1005371	3
100539	4
1005394	5
1005395	5
1005396	5
1005397	5
1005398	5
1005399	5
1005400	5
1005401	5
1005402	5
1005403	5
1005404	5
1005405	5
1005406	5
1005407	5
1005408	5
100541	4
1005410	5
1005411	5
1005412	5
1005413	5
1005414	5
1005415	5
1005416	5
1005418	5
1005419	5
1005420	5
1005421	5
1005422	5
1005423	5
1005424	5
100543	4
1005430	5
1005431	5
1005432	5
1005433	5
1005434	5
1005435	5
1005436	5
1005437	5
1005438	5
1005439	5
100544	4
1005440	5
1005441	5
1005442	5
1005450	5
1005452	5
1005455	5
1005460	5
1005461	5
1005462	5
1005463	5
1005464	5
1005466	5
1005467	5
1005469	5
100547	4
1005470	5
1005471	5
1005472	5
1005473	5
1005474	5
1005475	5
1005476	5
1005477	5
1005478	5
1005479	5
100548	4
1005480	5
1005481	5
1005482	5
1005483	5
1005484	5
1005485	5
1005486	5
1005487	5
1005488	5
1005489	5
1005490	5
1005491	5
1005492	5
1005493	5
1005494	5
1005495	5
1005496	5
1005497	5
1005498	5
1005499	5
10055	4
1005500	5
1005501	5
1005502	5
1005503	5
1005504	5
1005505	5
1005506	5
1005507	5
1005508	5
1005509	5
100551	4
1005510	5
1005511	5
1005512	5
1005513	5
1005514	5
1005515	5
1005516	5
1005517	5
1005518	5
1005519	5
100552	4
1005520	5
1005521	5
1005522	5
1005523	5
1005524	5
1005526	5
1005527	5
1005528	5
1005529	5
100553	4
1005530	5
1005531	5
1005532	5
1005533	5
1005534	5
1005535	5
1005536	5
1005537	5
1005538	5
1005539	5
100554	4
1005540	5
1005541	5
1005542	5
1005543	5
1005544	5
1005545	5
1005546	5
1005547	5
1005548	5
1005549	5
100555	4
1005550	5
1005551	5
1005552	5
1005553	5
1005554	5
1005555	5
1005557	5
1005558	5
1005559	5
100556	4
1005560	5
1005561	5
1005562	5
1005563	5
1005564	5
1005565	5
1005566	5
1005567	5
100557	4
100558	4
100559	4
100561	4
100562	4
100564	4
1005651	5
1005652	5
1005653	4
1005665	5
1005667	5
1005670	7
100568	4
100569	4
100570	4
1005703	5
1005704	5
1005705	5
1005706	5
100572	4
100573	4
100574	4
1005740	5
1005742	5
100575	4
100577	4
100578	4
100579	4
10058	4
100580	4
100581	4
100582	4
1005926	5
1005928	5
1005931	10
1005935	5
1005936	5
1005937	5
1005940	5
1005941	5
1005944	5
1005945	5
1005956	4
1005962	5
1005963	5
1005974	5
1005991	4
1005994	5
1005995	5
1005996	5
1005999	5
1006	5
10060	4
1006000	5
1006003	5
1006004	5
1006005	5
1006006	5
1006007	5
100607	10
1006085	4
1006089	4
1006091	4
1006093	4
1006099	4
1006100	4
1006101	4
1006104	4
1006105	4
1006106	4
1006107	4
1006109	4
1006111	4
1006112	4
1006113	4
1006114	4
1006115	4
1006118	4
1006121	4
1006122	4
1006126	4
1006127	4
1006129	4
1006130	4
1006133	4
1006134	4
1006135	4
1006136	4
1006137	4
1006138	4
1006140	4
1006145	4
1006155	5
1006182	5
1006184	4
100620	4
100621	4
100623	4
100624	4
100625	4
100626	4
100627	4
100628	4
100629	4
100631	4
100632	4
1006352	4
1006467	4
1006476	4
1006477	4
1006543	5
1006551	5
1006554	5
1006576	5
1006579	5
1006581	5
1006587	5
1006598	5
1006623	5
1006655	4
1006656	4
1006657	4
1006659	4
1006660	4
1006662	4
1006664	4
1006668	4
1006672	4
1006674	4
1006676	4
1006688	4
1006689	4
100669	4
1006690	4
1006691	4
1006692	4
1006693	4
1006694	4
1006695	4
1006697	4
1006699	4
100670	4
1006701	4
1006706	4
1006707	4
1006709	4
100671	3
1006711	4
1006713	4
1006717	4
1006719	4
1006721	4
1006737	4
1006738	4
1006740	4
1006742	4
1006752	4
100679	3
10068	4
100691	3
1006923	7
1006929	7
1006930	7
1006948	3
1006949	3
1006950	3
1006953	3
1006954	3
1006955	3
1006956	4
1007036	6
1007038	4
1007039	4
1007040	4
1007041	4
1007042	4
1007043	4
1007044	4
1007046	4
1007047	4
1007048	4
1007049	4
1007050	4
1007051	4
1007053	4
1007064	5
1007082	7
1007084	6
1007098	5
1007099	5
100710	3
1007103	5
1007104	5
1007105	5
1007127	3
1007128	5
100716	5
1007316	3
1007333	7
1007343	3
1007344	3
1007346	3
1007347	3
1007348	3
1007349	3
1007350	3
1007351	3
1007352	3
1007353	3
1007354	3
1007355	3
1007356	3
1007357	3
1007358	3
1007359	3
1007360	3
1007361	3
1007362	3
1007364	3
1007366	3
1007367	3
1007369	3
1007370	3
1007372	3
1007373	3
1007374	3
1007375	3
1007376	3
1007377	3
1007378	3
1007379	3
1007380	3
1007381	3
1007382	3
1007383	3
1007384	3
1007385	3
1007386	3
1007387	3
1007388	3
1007389	3
1007390	3
1007391	3
1007392	3
1007394	3
1007396	3
1007398	3
1007400	3
1007404	3
1007406	3
1007408	3
1007410	3
1007412	3
1007414	3
1007416	3
1007418	3
1007420	3
1007422	3
1007424	3
1007425	3
1007427	3
1007429	3
1007431	3
1007433	3
1007435	3
1007437	3
1007439	3
1007441	3
1007443	3
1007444	3
1007446	3
1007448	3
100745	3
1007450	3
1007452	3
1007454	3
1007455	3
1007457	3
1007458	3
1007459	3
1007461	3
1007463	3
1007466	3
1007510	5
1007511	5
1007512	5
1007515	5
1007516	5
1007517	5
100756	8
1007617	4
1007618	4
1007619	4
1007626	4
1007652	4
1007654	5
1007676	5
1007708	3
100774	4
100776	4
1007785	3
100784	4
1007867	5
100787	4
1007870	5
1007871	5
1007872	4
100789	3
1007914	4
1007976	10
1008	5
100810	3
1008120	3
100813	3
1008152	5
1008153	5
100816	5
100817	3
100819	4
1008195	6
100822	4
100823	4
100825	4
1008253	4
100826	4
100828	4
1008297	5
1008298	5
1008305	5
1008308	5
1008364	3
1008370	3
1008392	5
1008428	4
1008446	4
1008452	5
1008453	5
1008454	5
1008459	5
1008460	5
1008461	5
1008462	5
100858	4
100859	4
1008595	3
100861	7
100863	7
100870	7
100879	5
1008807	8
100884	5
100886	5
1008897	4
1008898	4
10089	4
1008900	4
1008902	4
1008903	4
1008906	4
1008907	4
1008908	4
1008915	4
1008917	4
1008920	4
1008927	4
1008929	4
1008930	4
1008932	4
1008933	4
1008934	4
1008935	4
1008938	4
1008943	4
1008945	5
100895	4
1008951	4
1008956	4
1008968	3
1008969	3
100897	4
1008971	3
1008972	3
1008982	4
1008983	4
1008984	4
1008988	4
1008989	4
100899	4
